added_at,id,name,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2018-10-19T19:21:54Z,35UvOH0tRlSCdtWtaXuiWh,Najnowszy Klip,Dawid Podsiadło,0.0661,0.719,229667,0.673,1.34e-06,8,0.135,-8.083,1,0.0343,94.008,0.345
2018-10-19T06:27:19Z,6hRumL1qKeQXroT8pZSJfc,Voglio,Marco Mengoni,0.0122,0.672,199428,0.888,7.09e-05,4,0.142,-3.967,0,0.0481,103.032,0.695
2018-10-18T22:33:07Z,0h69cnBUjM51StfH6ak3UR,Human,Aquilo,0.586,0.331,237561,0.469,0.00912,9,0.0693,-10.085,1,0.0373,66.964,0.065
2018-10-14T20:12:34Z,54mmNQuu88AV37SuKghPeQ,Sono come sono,Fabrizio Moro,0.0178,0.576,184747,0.814,2.14e-06,9,0.176,-6.917,0,0.0537,120.037,0.567
2018-10-14T20:11:29Z,2ZCV5O3BNJ0yWeWIaV9eOT,Alessandra sarà sempre più bella,Fabrizio Moro,0.00232,0.521,279053,0.801,0,0,0.464,-5.652,1,0.0352,130.044,0.807
2018-10-14T17:15:37Z,2TVVXlOqianxo3AbYe45mn,One With the Wind,GentleBeatz,0.393,0.689,133399,0.469,0.877,0,0.112,-11.43,0,0.0391,130.182,0.146
2018-10-10T15:38:27Z,1S4Xvvzn0WDEWvZlCTsMko,Klepsydra,PlanBe,0.206,0.63,171021,0.662,0.00245,8,0.217,-7.622,1,0.0405,115.997,0.392
2018-10-07T21:04:02Z,7MTHsEJEs90xjl6qdEwwYD,Giro d’Italia,TACONAFIDE,0.302,0.622,179533,0.735,0,1,0.107,-7.102,1,0.142,161.88,0.47
2018-10-07T21:02:27Z,4K7r5ProKq1WZCF1N07bbA,Benevento,TACONAFIDE,0.332,0.805,182293,0.592,2.47e-06,2,0.103,-9.134,1,0.154,116.045,0.0669
2018-10-07T20:59:59Z,2Vyozp98VPM1YzzJAE7xMk,Un Altro Giorno Sulla Terra,Dolcenera,0.0798,0.562,235028,0.934,5.48e-06,7,0.107,-6.54,0,0.0889,129.03,0.675
2018-10-05T19:02:37Z,05mAIVLkIWc2d1UBYZBCp8,1999,Charli XCX,0.0227,0.739,189000,0.742,1.39e-06,7,0.229,-4.586,1,0.0329,124.016,0.659
2018-10-04T20:11:50Z,6FJN9EiWE5Fh20WYrHfB5N,Boys & Girls,will.i.am,0.35,0.898,241160,0.745,0.00268,11,0.092,-6.552,0,0.0516,108.02,0.636
2018-10-03T22:08:07Z,3TyQyQwoTOLEtWWrluHdcR,Jestem Toba,Varius Manx,0.028,0.539,264947,0.901,0.000114,9,0.0674,-7.63,0,0.041,109.491,0.504
2018-10-03T06:58:12Z,5lK18Pt33xNudq4qYDxIm8,Shallow,Lady Gaga,0.382,0.568,215733,0.401,0,7,0.262,-6.341,1,0.0297,95.796,0.296
2018-10-01T20:06:20Z,7dV2UrZQ58Mn18u0V19S3Y,Torna a casa,Måneskin,0.443,0.568,230540,0.642,0,1,0.131,-3.189,0,0.0651,155.984,0.46
2018-09-30T18:11:24Z,7mleu2G3htjOGwl4Iuj2vg,Nuit pourpre,Louane,0.733,0.635,239653,0.469,4.29e-05,11,0.116,-6.645,1,0.0404,143.973,0.221
2018-09-30T18:09:29Z,0EMh8hhdCrwsutn7YfRdU8,Midi sur novembre,Louane,0.316,0.841,199133,0.666,4.88e-05,9,0.103,-5.776,0,0.0412,100.994,0.816
2018-09-28T21:21:02Z,2hnxrRNzF74mdDzpQZQukQ,There's No Way (feat. Julia Michaels),Lauv,0.49,0.755,174861,0.625,0,2,0.157,-7.114,1,0.0896,147.02,0.374
2018-09-26T22:36:15Z,23qa4Zh6BFUlkR8Bz7sDMO,Sinner,Deaf Havana,0.0269,0.553,207010,0.924,0,3,0.808,-3.024,1,0.117,104.028,0.537
2018-09-22T19:07:22Z,5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Calvin Harris,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,0.486
2018-09-21T17:17:26Z,4OafepJy2teCjYJbvFE60J,breathin,Ariana Grande,0.0211,0.568,198160,0.656,1.37e-05,8,0.213,-5.413,1,0.0433,100.049,0.364
2018-09-18T09:31:48Z,4UAW2gObi5o6sJla0qZpPn,Mariners Apartment Complex,Lana Del Rey,0.795,0.528,246421,0.284,0.000303,9,0.109,-11.487,1,0.0287,76.012,0.172
2018-09-09T21:30:50Z,79esEXlqqmq0GPz0xQSZTV,Lost In Japan,Shawn Mendes,0.255,0.713,201200,0.738,0,10,0.106,-6.784,1,0.374,105.027,0.425
2018-09-09T21:28:19Z,35cr60GvlqBVchNX7fBqyo,Peach,Broods,0.00856,0.687,255397,0.74,4.39e-05,5,0.259,-4.829,1,0.0403,111.01,0.243
2018-09-07T15:12:00Z,5fK0Q3j2iUcQtiRDXlPW0K,Want To,Dua Lipa,0.0788,0.572,211818,0.691,0.000132,8,0.0619,-4.783,0,0.123,92.082,0.318
2018-09-04T09:44:30Z,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,0.754
2018-09-03T23:04:45Z,4SNtyKNyYJ8ERT7YLlnFBr,So Young,Portugal. The Man,0.348,0.671,246480,0.445,5.93e-05,4,0.155,-7.842,0,0.0291,75.996,0.811
2018-09-01T10:24:59Z,7dRj3sTBYkNbEx5kdNHriv,MANTRA,Bring Me The Horizon,0.000477,0.502,233298,0.817,0,0,0.153,-3.508,1,0.0447,90.024,0.617
2018-08-31T20:52:36Z,4gOGptaP8SWbSLRpI18AOO,Lie,Halsey,0.131,0.361,149106,0.468,9.78e-06,0,0.175,-5.276,0,0.0343,150.572,0.04
2018-08-31T19:18:35Z,7FBzYjbBeg9DTW3avYow4d,Chiave,Ultimo,0.502,0.61,239239,0.767,0,7,0.111,-6.538,0,0.47,80.554,0.159
2018-08-31T18:56:33Z,7D6IhvBc8lf9o11h0f2tTs,WDWGILY,SYML,0.72,0.629,217844,0.422,0.000885,9,0.0989,-8.246,0,0.0395,73.993,0.187
2018-08-30T22:00:27Z,5Nqm4oYBZ8ldrRbvTsKCZg,When I'm With Him,Empress Of,0.301,0.779,193947,0.846,9.05e-06,1,0.0624,-5.68,1,0.0345,116.01,0.757
2018-08-30T21:52:22Z,6GLmGfALwjzCaOiHwgfU7g,Ti dedico il silenzio,Ultimo,0.175,0.661,234250,0.443,0,8,0.177,-9.303,1,0.0688,80.0,0.147
2018-08-30T20:15:01Z,1DkX0AcEDzuFeh4TEAl143,GRRRLS,AViVA,0.0351,0.549,228904,0.656,1.19e-06,3,0.129,-6.515,1,0.0438,180.043,0.594
2018-08-28T22:18:09Z,4qCgKKXa3CF6CzEDLW6vTt,Secrets,P!nk,0.00816,0.716,210093,0.62,3.29e-06,9,0.0718,-5.586,0,0.0438,119.908,0.458
2018-08-28T21:58:33Z,0FoR0PrLkw6t64waJX3qT5,Wszystko czego dziś chcę (z serialu Rojst na Showmax),Brodka,0.000356,0.629,359404,0.84,0.057,10,0.666,-7.991,0,0.0267,93.99,0.367
2018-08-25T18:30:47Z,5Dg2h1wsm7ZijCo0yLmbvR,Hurricane,Halsey,0.00823,0.586,223082,0.83,0.0028,0,0.348,-5.375,1,0.0416,120.017,0.486
2018-08-25T12:22:57Z,5zPCrJ8VIm9UKRVovQ1s5X,Roman Holiday,Halsey,0.0322,0.431,201549,0.836,2.34e-05,5,0.105,-4.428,1,0.0395,74.473,0.75
2018-08-21T21:43:55Z,4xDwCYhobDehSBGUmd5H6Y,FEEL NOTHING,The Plot In You,0.00353,0.448,216827,0.825,0,4,0.108,-5.307,0,0.0621,144.17,0.226
2018-08-19T16:52:59Z,4rUBzkJl3xFHslcpdrAOHZ,Skupienie,Daria Zawiałow,0.0035,0.445,253613,0.698,0.000404,0,0.109,-5.543,0,0.0311,109.794,0.299
2018-08-19T10:17:53Z,60eOMEt3WNVX1m1jmApmnX,Live In The Moment,Portugal. The Man,0.002,0.546,246787,0.583,0.173,6,0.115,-7.317,0,0.0348,128.017,0.235
2018-08-19T10:17:22Z,2ROcseVT4UMn71RIC8fM29,4 AM in Girona,Taco Hemingway,0.148,0.745,188707,0.606,5.85e-06,5,0.714,-9.252,0,0.0639,107.028,0.294
2018-08-19T10:17:21Z,5PoFppTTSK8D2y7z4bZPjH,Adieu,Taco Hemingway,0.235,0.756,286987,0.707,0,1,0.746,-6.689,1,0.209,100.002,0.518
2018-08-19T10:17:17Z,1RgUcHLTLSMiNG941CYzQL,Café Belga,Taco Hemingway,0.46,0.67,249653,0.607,1.83e-06,8,0.384,-7.606,1,0.164,174.017,0.246
2018-08-18T19:14:05Z,4hGfCx6yuhMZ7BscUSRc4H,Lwy,Daria Zawiałow,0.002,0.202,217307,0.886,0.00386,6,0.0767,-4.378,0,0.0792,182.584,0.29
2018-08-18T19:14:04Z,2tU2ytB0VrKL23gGfYYZlM,Miłostki,Daria Zawiałow,0.0679,0.482,204440,0.623,0.00036,4,0.173,-7.789,0,0.0381,153.932,0.117
2018-08-13T12:11:52Z,13pPMF0wN7r19IU8vV2igc,E Fumo Ancora - Acoustic Version,Mostro,0.834,0.485,233858,0.564,0,0,0.0956,-10.308,0,0.438,183.519,0.282
2018-08-13T11:59:31Z,2sMZ5S9oVCUhJiH1fiK57z,Same Soul - Radio Edit,PVRIS,0.0194,0.541,203660,0.845,0.00318,0,0.162,-5.148,1,0.0411,94.977,0.337
2018-08-12T16:55:14Z,65l39KSS8sYEUVhr2xf5Dy,Finiremo per volerci bene,Marco Carta,0.0168,0.544,230894,0.7,0,8,0.124,-5.873,1,0.0355,133.913,0.297
2018-08-09T22:14:44Z,17azg5DKoHeUEXN4u8aaQh,Phoenix,Kill J,0.142,0.679,206560,0.441,0.00015,7,0.103,-8.284,1,0.0448,85.012,0.0963
2018-08-09T21:56:03Z,6J6Lky7BjTKWah4oFGXotw,What Still Remains,Oyinda,0.154,0.552,250586,0.506,0.0412,11,0.0763,-6.918,1,0.0563,80.15,0.195
2018-08-05T00:14:52Z,14IYWd46RNIl5lqGBvrZ1l,Bones,Young Guns,9.36e-06,0.396,193813,0.954,0.329,6,0.146,-3.124,0,0.061,157.0,0.462
2018-08-05T00:05:42Z,2trrlzGuZN0jNzXoPIkEUW,Daylight,Young Guns,0.00273,0.418,211693,0.942,0.000172,1,0.134,-4.408,1,0.0617,101.523,0.224
2018-08-04T23:09:21Z,6QuyeVbqBT9uV5qxx131VO,Luciolla,Maanam,0.109,0.723,259027,0.549,0.00898,11,0.0753,-8.263,0,0.0931,115.837,0.861
2018-08-04T21:45:50Z,3gWAs8QdPO6kEyp1ur6cz3,Rising Up,Young Guns,0.0123,0.436,205680,0.947,0,2,0.344,-3.873,0,0.0665,152.02,0.43
2018-08-04T21:41:39Z,1YyVkKfFpGEiBnGesRSHA6,Speaking In Tongues,Young Guns,2.77e-05,0.504,281640,0.935,0,9,0.0593,-3.141,1,0.0459,108.987,0.426
2018-08-04T20:54:51Z,4T0j2hnkoMOCeqmKD0ix8p,3AM,You Me At Six,0.00366,0.61,214824,0.807,0.000226,6,0.158,-6.186,1,0.0397,112.046,0.772
2018-07-27T17:33:16Z,6N6fGhFsmi9OW3yXVI43QN,I Don't Dance (Without You) [feat. Konshens],Matoma,0.0064,0.644,177825,0.733,7.73e-05,9,0.507,-6.87,0,0.121,104.99,0.336
2018-07-21T09:55:43Z,3NkZ6DpmPCqBQlYSIZbEOA,Anja,Taco Hemingway,0.619,0.674,189240,0.598,0,9,0.349,-7.125,0,0.249,147.923,0.689
2018-07-20T10:20:50Z,1NB2fxYsMUOZQYoJ4PW719,Italodisco,Taco Hemingway,0.419,0.833,175787,0.605,0,9,0.372,-6.602,0,0.265,94.987,0.459
2018-07-20T09:27:29Z,6vsV4D8BM6PioRr1UOx0n2,you should see me in a crown,Billie Eilish,0.479,0.697,180567,0.552,0.127,1,0.147,-10.271,0,0.196,75.235,0.278
2018-07-18T12:13:16Z,67YYFJ1aK7ODh5lN07WcVd,Del tempo che passa la felicità,Motta,0.00745,0.545,249753,0.725,0.131,1,0.619,-6.301,0,0.0307,106.079,0.348
2018-07-15T20:36:22Z,3ZSiGHNkkWgFInQqPEP0xb,Faccio Quello Che Voglio,Fabio Rovazzi,0.169,0.899,200656,0.485,0.000235,1,0.0843,-12.466,0,0.0966,122.033,0.618
2018-07-14T21:26:12Z,48A8IJh1Ggc8wfWwzG5yrk,Wszystko Na Niby,Taco Hemingway,0.41,0.66,258187,0.534,0,8,0.494,-9.774,1,0.224,78.006,0.537
2018-07-12T22:06:09Z,0kF9dFTuO9G2IpcDcPMKxQ,ZTM,Taco Hemingway,0.369,0.816,279947,0.56,0,10,0.474,-7.602,0,0.178,139.022,0.632
2018-07-12T22:03:44Z,6cQnrSlTxhHCCiUpKrs7g3,Jumpsuit,Twenty One Pilots,0.00781,0.619,238568,0.628,0.207,11,0.206,-8.307,0,0.038,127.065,0.232
2018-07-06T18:06:24Z,7eNBLwtKKGPAIBtVAlXbR8,Chissà dove sarai,Motta,0.53,0.608,184347,0.684,0.35,7,0.141,-6.753,1,0.0353,110.117,0.579
2018-07-06T18:00:38Z,5wP23JAYOxjiw81TzXv96S,La nostra ultima canzone,Motta,0.356,0.602,182960,0.752,0,8,0.543,-3.625,1,0.0457,99.951,0.604
2018-07-06T17:54:24Z,7iyhPEsF6Ea83e3eR87UjY,Felicità puttana,Thegiornalisti,0.00763,0.692,219807,0.856,1.89e-05,0,0.305,-4.816,1,0.127,93.975,0.686
2018-07-06T11:04:28Z,0ZNsz4YT7wJv0XbcnKqZNF,Dreamer,Sunrise Avenue,0.00069,0.526,201244,0.831,0,8,0.373,-5.384,0,0.0716,135.05,0.444
2018-07-02T20:48:19Z,476N9HBMOOVp6b30fCYVdu,Nadzy na mróz,Happysad,0.448,0.53,325997,0.701,0.901,1,0.12,-9.697,0,0.0294,148.185,0.316
2018-06-30T21:38:22Z,0ILIuCVbnekvEFpQCWhP8a,Dancer in the Dark,Chase Atlantic,0.00769,0.586,252187,0.746,0,1,0.14,-6.609,0,0.0533,104.91,0.446
2018-06-25T21:57:03Z,0nlyO7lNTOYB0gjDp7NI7H,Hands Up (feat. DNCE),Merk & Kremont,0.115,0.755,165785,0.725,0,4,0.16,-2.877,0,0.0673,107.996,0.558
2018-06-19T18:02:35Z,3wxGj3rKpBbdUs9gEAVHYk,Alien,Louane,0.0028,0.567,220800,0.428,3.56e-06,3,0.105,-9.333,0,0.0322,118.014,0.172
2018-06-18T19:39:32Z,21YpG95Pj77Vj6zjZwpxZb,Meet Me on the Equinox,Death Cab for Cutie,0.144,0.488,224663,0.887,0.574,7,0.155,-6.313,0,0.0454,135.003,0.477
2018-06-16T22:53:44Z,5mAxA6Q1SIym6dPNiFLUyd,All Night,Steve Aoki,0.0724,0.545,205333,0.865,4.79e-06,6,0.919,-2.601,0,0.0522,89.992,0.332
2018-06-16T22:46:52Z,7BPd2BMl1OI9oXzoJfGUj9,like that,Bea Miller,0.197,0.692,185547,0.463,0,6,0.492,-5.802,0,0.049,62.006,0.332
2018-06-09T21:20:33Z,4IvrkoR37dDGk2aCqbhywm,Ghosts,Mike Shinoda,0.0134,0.679,174573,0.834,0.00291,7,0.194,-5.984,1,0.0738,103.053,0.388
2018-06-09T17:40:49Z,4pzE97EZMDxnqO88y3YxAm,Małomiasteczkowy,Dawid Podsiadło,0.0332,0.578,203668,0.865,0,6,0.565,-6.947,0,0.0485,167.963,0.434
2018-06-07T21:11:11Z,64B3Am1ncIKdPdWCyoBgnc,Rap n'roll,J-AX,0.0331,0.387,217093,0.876,0,7,0.683,-5.634,1,0.0836,170.983,0.759
2018-06-05T19:02:12Z,0ptaq4BSl6jrXfGyLzJjYE,Italiana,J-AX,0.0302,0.686,174173,0.744,0,5,0.0486,-7.122,0,0.111,121.839,0.637
2018-06-05T07:54:58Z,21YnmkSDhUkmkkni22Svc4,In My Blood,Shawn Mendes,0.0582,0.622,211360,0.709,0,5,0.126,-7.32,1,0.0669,140.018,0.488
2018-06-04T21:56:49Z,4bgOA2aFZTu0FOoj415ese,In Italia,Fabri Fibra,0.135,0.541,209987,0.836,0,10,0.389,-5.728,0,0.335,163.87,0.764
2018-06-04T09:01:09Z,0yfzxwsf9cG6pUsbOTbP6h,Anxious,Maurice Amour,0.52,0.496,192917,0.365,0.0445,8,0.117,-10.467,0,0.029,160.113,0.342
2018-06-01T21:21:54Z,0gbBzIqrECJOEPvQJIBFs5,Green Light,Lorde,0.0162,0.616,234653,0.714,1.23e-05,9,0.0817,-7.792,1,0.0982,128.924,0.24
2018-06-01T11:08:20Z,3S0tLcziKcsRrDddsoOtaf,Produkcja,Miuosh,0.716,0.725,227648,0.875,0.000376,9,0.138,-6.5,1,0.217,95.999,0.59
2018-05-27T19:10:21Z,0lPOnIjOz973ZA5VZvd9sR,Miłość Miłość,Krzysztof Zalewski,0.192,0.507,225667,0.543,1.61e-06,4,0.111,-8.272,0,0.0493,78.838,0.307
2018-05-27T12:52:06Z,6jNqxmC4X9yiQi0X3HIXsf,Wasted On Each Other,James Bay,0.226,0.613,238400,0.788,1.27e-06,6,0.05,-3.279,0,0.0375,96.034,0.444
2018-05-25T19:07:23Z,5lsofAMbPIoqeX1lRemh9L,Nothing Else Matters,Tulia,0.648,0.564,288827,0.429,0,4,0.106,-5.196,0,0.0313,143.781,0.179
2018-05-25T18:56:45Z,6rs0ZFFGnu6W9kURQZKByF,Kiedy Powiem Sobie Dość,Tulia,0.548,0.475,320120,0.564,0.000178,1,0.127,-4.951,1,0.0288,80.0,0.264
2018-05-25T18:53:34Z,2SK46iVigYkd6bTQmlSOdE,Nie Pytaj O Polskę,Tulia,0.438,0.4,243600,0.644,1.56e-05,1,0.0865,-4.278,1,0.0467,124.914,0.113
2018-05-25T18:46:42Z,4IZCgVqKWgO28i2h8JbdWN,Enjoy The Silence,Tulia,0.0601,0.568,267160,0.575,0.000412,8,0.0754,-4.004,1,0.0241,99.974,0.0962
2018-05-25T18:25:48Z,2djdCbLj1pzRmrDNe7PkW2,High Hopes,Panic! At The Disco,0.193,0.579,190947,0.904,0,5,0.064,-2.729,1,0.0618,82.014,0.681
2018-05-25T18:15:09Z,6TfeSFGbqxGjIKuKLQOsKC,Początek,Męskie Granie Orkiestra 2018,0.0628,0.771,236013,0.703,0,8,0.0847,-6.299,0,0.0423,110.001,0.954
2018-05-21T20:04:46Z,01fhXfOABs7Xd8FeWSE3An,W spodniach czy sukience,Ania Dabrowska,0.353,0.761,317733,0.718,0.0674,4,0.11,-10.251,0,0.0396,115.962,0.518
2018-05-16T15:15:22Z,5J99IEiKCd1aloAw1Gl1Ua,Vanità,Giorgia,0.028,0.586,182213,0.628,0,10,0.405,-4.553,0,0.0318,116.03,0.28
2018-05-15T21:40:16Z,3i7ZfEJKnh8HaP2fYrNVUK,Flesh & Blood,Ed Prosek,0.23,0.377,240000,0.402,0,10,0.113,-6.997,0,0.0369,77.08,0.0904
2018-05-15T18:57:11Z,4L9B8q83u86gZ9cpBYltkw,Whispers,Vancouver Sleep Clinic,0.148,0.526,227933,0.692,0.0204,5,0.112,-9.513,0,0.0448,104.015,0.0712
2018-05-13T09:06:30Z,6vGLWavGUuAs9vpZyprUl0,Mall,Eugent Bushpepa,0.0106,0.322,190491,0.807,0,4,0.168,-4.468,1,0.0368,189.743,0.493
2018-05-13T09:06:23Z,1SI3Ukzq9vbi6d50pnczCN,Non mi avete fatto niente - ESC Version,Ermal Meta,0.336,0.573,182046,0.88,0,6,0.159,-4.91,1,0.046,90.018,0.762
2018-05-13T09:06:13Z,0a4eEfoZEYCXte9Zk1r7YG,Under the Ladder,MÉLOVIN,0.0026,0.565,180439,0.753,3.4e-05,10,0.117,-6.225,0,0.0399,139.936,0.485
2018-05-13T09:06:10Z,0s3P5PImfDZYWIseR3b39D,Dance You Off,Benjamin Ingrosso,0.104,0.73,182134,0.692,5.42e-06,8,0.106,-5.432,1,0.0695,109.08,0.76
2018-05-13T09:05:56Z,3O16L4wZlh8yoQxVAqO0HF,Higher Ground,Rasmussen,0.0246,0.47,183184,0.849,0,11,0.129,-5.168,0,0.0448,82.012,0.42
2018-05-12T15:28:00Z,4Xry1LRtOLdzFPFBfTISMU,Bones - Studio Version,Equinox,0.137,0.479,179659,0.662,2.73e-05,6,0.111,-6.955,0,0.048,87.954,0.49
2018-05-10T20:41:19Z,6OuxT3FPHvfoJ0zAypjCdE,O Jardim,Cláudia Pascoal,0.843,0.503,158417,0.314,8.34e-06,10,0.275,-10.411,1,0.0361,120.422,0.0967
2018-05-10T20:04:00Z,5hC0zQNulh7R4R8pM6gCJ9,Viszlát nyár (Eurovision Song Contest 2018),AWS,3.42e-05,0.345,178175,0.937,0,3,0.133,-3.517,0,0.0583,164.023,0.427
2018-05-07T22:56:43Z,6bfvkJSPlEHrGCBx4GwgnI,Contra,Talos,0.661,0.507,225667,0.457,0.0822,7,0.0712,-11.398,0,0.0319,95.07,0.183
2018-05-07T22:46:40Z,6mORGLOz79w6VsCRLWYYuK,The Night We Met,Lord Huron,0.969,0.443,208212,0.369,0.277,9,0.638,-9.514,1,0.0441,174.107,0.0989
2018-05-05T10:25:45Z,2776nsJOmk3psqGSocg6lK,A Matter of Time,Sennek,0.118,0.664,179999,0.587,0,0,0.2,-6.221,0,0.0289,87.986,0.586
2018-05-04T16:42:49Z,5x64ouh42NBJHgKSE2M8cq,Battaglia navale,Lorenzo Fragola,0.185,0.67,200520,0.687,0,7,0.132,-6.851,0,0.0378,135.086,0.338
2018-04-29T15:43:48Z,74nQqyzeJFV9vdEBCU9KLo,Kings,The Sleep Design,0.109,0.403,235915,0.567,0.931,0,0.0603,-8.211,1,0.0302,148.017,0.079
2018-04-28T19:08:58Z,6hEcxnY0KTHB2aESOVOLUM,Leonardo,TACONAFIDE,0.426,0.684,174933,0.626,3.33e-05,6,0.0813,-10.647,0,0.3,95.565,0.53
2018-04-22T19:20:20Z,1BncfTJAWxrsxyT9culBrj,Experience,Ludovico Einaudi,0.934,0.447,315427,0.449,0.961,2,0.0697,-10.634,1,0.0376,92.468,0.036
2018-04-20T14:24:39Z,4VSrTlLWl6jmNHnfa7vWtG,L'eternità (Il mio quartiere),Fabrizio Moro,0.255,0.534,226660,0.71,0,0,0.124,-6.063,1,0.0344,79.874,0.199
2018-04-15T20:40:23Z,0FZeswxyqpEE42q9hNn2zY,Nóż,TACONAFIDE,0.238,0.576,205254,0.723,8.13e-06,2,0.348,-7.477,1,0.268,148.09,0.556
2018-04-15T20:40:22Z,6VfGN9E3V4VVOlbtt0VbgN,8 kobiet,TACONAFIDE,0.422,0.71,199093,0.602,0,8,0.121,-7.697,1,0.0623,139.989,0.322
2018-04-15T20:40:10Z,4RbgDsTgaPKt8Rph92CuGs,La mia versione dei ricordi,Francesco Gabbani,0.105,0.585,205107,0.774,0,10,0.0904,-2.97,1,0.039,120.066,0.403
2018-04-13T07:06:13Z,04Reou3HoLagPd6fjjoY1H,PIN,TACONAFIDE,0.476,0.63,215840,0.842,0,10,0.102,-6.165,0,0.199,169.954,0.425
2018-04-11T20:17:39Z,7JtouDUxZi2MoHDWNmvXpA,Le mie mille me,Levante,0.00228,0.581,173960,0.955,2.09e-06,4,0.113,-3.238,1,0.0357,139.894,0.676
2018-04-10T17:03:43Z,1CnunVg2j4clRxr2RWGvvP,Kryptowaluty,TACONAFIDE,0.305,0.782,274501,0.654,0,1,0.095,-6.42,1,0.281,130.097,0.56
2018-04-04T14:26:25Z,4nwWregLYkgfB3FyryTAJj,Metallica 808,TACONAFIDE,0.183,0.621,187971,0.789,0,2,0.269,-6.28,1,0.235,169.985,0.327
2018-04-03T21:15:24Z,3y4XDPC483QOp1KoHOHTk7,Alonso,Francesca Michielin,0.915,0.749,177813,0.311,0,7,0.0905,-6.111,1,0.035,105.21,0.239
2018-04-03T21:06:45Z,2sgyFHDeT1l5Qp5CukMHNp,Comunicare,Francesca Michielin,0.0545,0.661,261347,0.897,0.000126,1,0.804,-5.157,1,0.199,169.962,0.531
2018-04-03T12:10:53Z,4ykkHvzEE45AlcUq6vkVW6,D'improvviso,Lorenzo Fragola,0.653,0.587,209400,0.616,0,8,0.0976,-6.578,1,0.0388,129.769,0.326
2018-04-03T11:59:44Z,0TRqqwkNZaJ6aJ6277kbbu,Bolivia,Francesca Michielin,0.0907,0.608,216027,0.745,6.42e-05,11,0.198,-5.083,1,0.072,78.95,0.209
2018-03-31T16:36:38Z,3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,Ludovico Einaudi,0.961,0.191,357707,0.0582,0.89,8,0.0939,-25.398,1,0.0577,132.617,0.0453
2018-03-27T16:55:59Z,7thZmbZsacBYSOJpUD6NQQ,Kokosanki,Natalia Nykiel,0.000668,0.63,224160,0.827,0.000361,11,0.319,-6.128,0,0.0391,132.037,0.375
2018-03-23T16:20:54Z,4xrEh1vjIExp4CYrjEy6ke,Tamagotchi,TACONAFIDE,0.353,0.762,199999,0.743,0,2,0.184,-6.183,0,0.193,111.976,0.36
2018-03-23T09:50:09Z,0dLToDou8YHYJpQltj3Ijy,Cupido (feat. Quavo),Sfera Ebbasta,0.0622,0.803,210107,0.695,0,4,0.105,-5.164,0,0.0413,119.978,0.458
2018-03-23T07:41:46Z,13ye38zfYLV4XYDLn303W4,La felicità,Fabrizio Moro,0.0235,0.475,208307,0.717,0,11,0.108,-4.821,1,0.0293,101.809,0.19
2018-03-20T06:52:45Z,1jPq4fRnYTxV16zN5reZqX,Talking to Myself,Mountains of the Moon,0.936,0.409,224362,0.0223,0.000218,6,0.198,-19.973,1,0.039,61.289,0.254
2018-03-20T06:52:27Z,6S1yPfFlwEm02G0VN9Dfft,Let It In,Dream on Dreamer,0.0148,0.502,258496,0.948,0.000289,8,0.133,-4.174,0,0.118,110.054,0.226
2018-03-19T23:52:33Z,6LCOYohwRg25oPz4mMKLV5,Ne Doren Tende,La Fame Di Camilla,0.0135,0.243,258320,0.615,0.543,5,0.127,-6.987,1,0.032,134.791,0.166
2018-03-17T17:38:38Z,5IapkCl4Hi7NsK0qsDmeiS,Art-B,TACONAFIDE,0.208,0.783,199007,0.803,0,7,0.177,-5.926,1,0.27,111.958,0.486
2018-03-14T17:41:37Z,6QG5XsPIE8aCdEWuBh6F9G,Quello Di Cui Non Parli Mai,La Fame Di Camilla,0.0024,0.457,206747,0.827,0,4,0.355,-4.72,0,0.0459,139.984,0.457
2018-03-14T17:37:14Z,6pdoQKotJkEgdTc934HNmv,Pensieri E Forme,La Fame Di Camilla,0.147,0.48,262800,0.463,1.09e-05,9,0.0951,-7.003,1,0.0263,143.981,0.212
2018-03-14T17:24:01Z,4pyWOJUROm0wOkTkRdpjE1,Come Il Sole A Mezzanotte,La Fame Di Camilla,0.107,0.353,238680,0.568,5.73e-06,11,0.0805,-5.238,0,0.0441,130.067,0.13
2018-03-11T19:38:33Z,4FwaJmXeZxr1096KItcUQq,Minimum,Charlie Cunningham,0.729,0.492,194907,0.841,0.00027,0,0.101,-9.181,0,0.0904,177.869,0.313
2018-03-08T20:13:52Z,02dOPq1HwY61f6VrMMoQRz,Pace,Fabrizio Moro,0.126,0.504,245067,0.561,0,0,0.104,-5.522,1,0.0285,135.988,0.273
2018-03-08T20:07:03Z,2StpubzPlWrUjA1w8oBS2g,La strada,Francesco Gabbani,0.00363,0.393,206667,0.752,0,1,0.067,-5.955,0,0.0718,180.005,0.261
2018-03-08T19:46:38Z,1xbuFJ3Mo7dlveSPx5wEkH,Prevedibili,Francesco Gabbani,0.00189,0.395,182697,0.833,8.14e-06,7,0.047,-5.333,1,0.0926,178.115,0.437
